	PD_whole_tree	chao1	observed_otus
C0235.T.518049	9.89564	361.55	143.0
C0240.N.518020	18.99251	602.794117647	238.0
C0240.T.518052	21.83292	702.3125	296.0
C0241.N.518043	16.45791	585.034482759	215.0
C0241.T.518067	18.45299	565.529411765	228.0
C0245.T.518151	14.76797	308.12195122	180.0
C0252.N.518016	25.46254	812.217391304	326.0
C0252.T.518006	17.80893	476.551724138	205.0
C0256.N.518170	15.32049	388.651162791	217.0
C0256.T.518080	17.4873	567.774193548	231.0
C0258.N.518014	20.16739	991.0	294.0
C0258.T.517997	17.36609	775.657894737	283.0
C0268.N.518089	24.47142	1016.08108108	335.0
C0268.T.518114	19.18496	673.813953488	278.0
C0269.N.518130	21.86895	542.166666667	273.0
C0269.T.518150	17.45628	612.035714286	234.0
C0270.N.518041	17.73089	701.90625	253.0
C0270.T.518163	14.09595	436.777777778	211.0
C0271.N.518022	24.71279	791.365853659	306.0
C0271.T.518078	29.21981	817.166666667	355.0
C0275.N.518076	14.95961	492.085714286	222.0
C0275.T.518032	10.66173	432.545454545	165.0
C0282.N.518138	26.94354	945.212765957	335.0
C0282.T.518000	24.01686	654.529411765	295.0
C0285.N.518084	17.00495	480.75	234.0
C0285.T.518044	18.15253	634.076923077	257.0
C0294.N.517987	30.62252	908.125	370.0
C0294.T.518134	24.33887	796.352941176	324.0
C0306.N.518003	18.9081	571.294117647	247.0
C0306.T.518122	19.62848	605.153846154	254.0
C0308.N.518154	25.7124	943.692307692	326.0
C0308.T.518162	22.79292	839.8	319.0
C0311.N.518124	14.71603	631.125	214.0
C0311.T.518131	12.99918	379.277777778	194.0
C0314.T.518025	7.4154	183.0	106.0
C0315.N.518021	15.04959	729.8	221.0
C0315.T.518034	14.80995	395.523809524	211.0
C0318.N.518105	20.01726	675.384615385	234.0
C0318.T.518140	10.42828	381.0	126.0
C0322.N.518165	19.87162	711.523809524	293.0
C0322.T.518018	21.09802	618.375	279.0
C0325.N.518109	18.07855	603.0	269.0
C0325.T.518083	15.09572	716.941176471	264.0
C0330.N.518148	17.74875	426.512195122	222.0
C0330.T.518035	21.42447	718.162162162	273.0
C0332.N.518027	20.81587	530.553191489	270.0
C0332.T.518017	13.93024	540.037037037	210.0
C0333.N.518126	18.24043	712.033333333	250.0
C0333.T.518046	19.90837	801.757575758	286.0
C0334.N.518066	21.66162	653.784313725	298.0
C0334.T.518147	17.3712	634.145833333	291.0
C0335.N.518107	18.17234	649.275	273.0
C0335.T.518115	19.30324	829.75	307.0
C0341.N.518101	21.84052	698.782608696	296.0
C0341.T.518113	8.21908	147.714285714	77.0
C0342.N.518068	22.00432	828.947368421	300.0
C0342.T.518093	22.57569	734.659574468	307.0
C0344.N.518103	15.94743	531.428571429	229.0
C0344.T.518029	17.75317	707.21875	253.0
C0349.N.517989	15.9696	513.162162162	231.0
C0349.T.518111	14.47116	404.75	211.0
C0355.N.518077	22.52678	638.022222222	284.0
C0355.T.518157	15.36612	532.035714286	209.0
C0362.N.518069	21.38768	878.166666667	315.0
C0362.T.518026	8.48088	222.625	122.0
C0366.N.518094	22.1204	745.418604651	301.0
C0366.T.518172	20.18509	659.571428571	297.0
C0371.N.518009	17.10228	921.0	245.0
C0371.T.518139	16.86868	623.682926829	265.0
C0374.N.518099	18.51629	612.763157895	248.0
C0374.T.518127	21.75124	804.236842105	291.0
C0378.N.518158	26.11586	897.527777778	311.0
C0378.T.518104	13.59804	281.193548387	152.0
C0388.N.518136	18.81203	641.303030303	251.0
C0388.T.518015	21.10961	650.488372093	280.0
C0394.N.518031	19.09215	567.25	240.0
C0394.T.518064	14.75371	377.578947368	199.0
C0395.N.518054	19.54068	690.15625	257.0
C0395.T.518075	17.54279	609.5	232.0
C0398.N.518152	21.49478	594.139534884	264.0
C0399.N.518011	20.29549	659.902439024	280.0
C0399.T.518153	22.43499	744.42	318.0
C1.S.518137	17.7024	558.25	232.0
C1.T.518120	17.63803	601.103448276	226.0
C10.S.517995	18.79043	541.277777778	235.0
C10.T.518056	19.24825	611.071428571	265.0
C4.S.518169	23.66905	679.12244898	301.0
C4.T.518118	15.4647	461.923076923	216.0
C6.S.518082	16.55933	722.875	232.0
C6.T.518061	16.63476	610.357142857	252.0
G2OD5ABL.518057	14.93987	550.026315789	240.0
G2OD5N55.518146	14.15915	578.2	211.0
G3UBQAJU.518060	12.80068	412.2	186.0
G3UBQNDP.518121	15.86835	480.933333333	210.0
GQ6LSABJ.518010	19.66653	1118.79411765	317.0
GQ6LSNI6.518106	18.42514	650.243243243	262.0
HZIMMAM6.518095	16.59481	589.216216216	254.0
HZIMMNL5.518062	14.32651	479.487179487	230.0
I7ROLN9P.518079	12.17306	436.5	167.0
JIDZEAPD.518149	17.84086	494.227272727	247.0
JIDZEN4J.518073	23.06782	717.9	297.0
KIXFRARY.518160	27.85413	888.277777778	366.0
KIXFRNL2.518129	13.25949	364.583333333	195.0
LRQ9WAHA.518036	26.17139	892.529411765	358.0
LRQ9WN6C.518048	16.10267	593.322580645	228.0
MQE9OAS7.518008	12.00726	533.666666667	195.0
MQE9ONGV.518038	15.70903	629.0	218.0
MQETMAZC.518171	13.76147	461.965517241	199.0
MQETMNL4.518037	16.21359	576.736842105	242.0
O436FAO8.518097	7.45941	249.105263158	122.0
O436FNP3.518007	12.46828	255.615384615	146.0
OTGGZAZO.518108	16.98143	537.125	209.0
OTGGZN5Y.518063	23.61881	535.255319149	268.0
QFHRSAG2.518005	20.64164	662.588235294	250.0
QFHRSNIH.518116	19.63417	734.384615385	239.0
R8J9ZAGC.518059	13.58551	387.935483871	191.0
R8J9ZNOW.518040	15.81354	414.111111111	188.0
TV28IANZ.518070	14.60235	447.621621622	221.0
TV28INUO.518004	13.68407	412.291666667	176.0
UEL2GAPI.518173	16.68521	692.634146341	273.0
UEL2GN92.518058	15.23956	628.181818182	233.0
UTWNWANU.518168	10.33662	384.333333333	158.0
UTWNWN3P.518012	7.52889	260.230769231	110.0
UZ65XAS5.518119	16.35513	474.903225806	196.0
UZ65XN27.518028	25.14468	752.318181818	318.0
XBS5MNEH.518074	5.53671	191.111111111	71.0
XZ33PA3O.518135	12.53688	358.4	176.0
XZ33PN7O.518030	16.98553	572.05	203.0
YOTV6ASH.518142	16.3051	503.129032258	207.0
YOTV6NC8.518156	14.54961	352.620689655	175.0
