#SampleID	elderly	young
EM124.441697	0.94300518134715	0.0569948186528497
EM125.441659	0.979695431472081	0.0203045685279188
EM126.441679	0.963541666666667	0.0364583333333333
EM129.441689	0.958333333333333	0.0416666666666667
EM130.441701	0.989010989010989	0.010989010989011
EM131.441591	0.977011494252874	0.0229885057471264
EM132.441696	1	0
EM133.441663	0.945945945945946	0.0540540540540541
EM134.441735	0.978142076502732	0.0218579234972678
EM135.441660	0.994623655913978	0.00537634408602151
EM136.441650	0.98936170212766	0.0106382978723404
EM137.441680	0.994818652849741	0.00518134715025907
EM138.441753	0.95360824742268	0.0463917525773196
EM139.441611	0.955801104972376	0.0441988950276243
EM140.441608	0.974619289340102	0.0253807106598985
EM141.441684	0.979057591623037	0.0209424083769634
EM142.441711	0.956989247311828	0.043010752688172
EM144.441736	0.957055214723926	0.0429447852760736
EM145.441690	0.923497267759563	0.0765027322404372
EM146.441718	0.973684210526316	0.0263157894736842
EM147.441617	0.99438202247191	0.00561797752808989
EM148.441631	0.957219251336898	0.0427807486631016
EM149.441655	0.914772727272727	0.0852272727272727
EM150.441648	0.933673469387755	0.0663265306122449
EM151.441595	0.975903614457831	0.0240963855421687
EM152.441730	0.94413407821229	0.0558659217877095
EM155.441678	0.984455958549223	0.0155440414507772
EM156.441613	0.968253968253968	0.0317460317460317
EM158.441731	0.972972972972973	0.027027027027027
EM159.441719	0.983240223463687	0.0167597765363128
EM160.441703	0.963917525773196	0.0360824742268041
EM162.441728	0.962962962962963	0.037037037037037
EM163.441642	0.933734939759036	0.0662650602409639
EM165.441597	0.972972972972973	0.027027027027027
EM166.441748	0.974747474747475	0.0252525252525253
EM167.441702	0.990049751243781	0.00995024875621891
EM168.441668	0.973958333333333	0.0260416666666667
EM169.441653	1	0
EM170.441651	1	0
EM173.441754	0.971014492753623	0.0289855072463768
EM174.441652	0.994152046783626	0.00584795321637427
EM178.441705	0.994413407821229	0.00558659217877095
EM179.441612	0.968253968253968	0.0317460317460317
EM180.441692	1	0
EM182.441681	0.98	0.02
EM183.441654	0.987878787878788	0.0121212121212121
EM209.441665	1	0
EM222.441725	0.978142076502732	0.0218579234972678
EMC01.441661	0.752577319587629	0.247422680412371
EMC02.441750	0.828125	0.171875
EMC03.441713	0.909547738693467	0.0904522613065327
EMC04.441704	0.765027322404372	0.234972677595628
EMC05.441628	0.821782178217822	0.178217821782178
EMC06.441610	0.806282722513089	0.193717277486911
EMC07.441636	0.948275862068966	0.0517241379310345
EMC08.441752	0.909574468085106	0.0904255319148936
EMC09.441635	0.839195979899497	0.160804020100503
