	007-1	011-1	014-1	021-1	023-1	024-1	026-1	027-1	028-1	029-1	030-1	033-1	034-1	035-1	037-1	038-1	039-1	040-1	041-1	043-1	044-1	046-1	047-1	050-1	051-1	052-1	055-1	057-1
035-1	0.503744607693	0.434984918042	0.314510895551	0.658812895722	0.185323826847	0.347912633706	0.40972672192	0.341517658713	0.326166099812	0.336647908018	0.314381095334	0.41548936992	0.229469967431	0.0	0.266993351	0.344849639486	0.33780411701	0.372680202287	0.443371336977	0.288329182923	0.346454988288	0.275055625235	0.367185761405	0.752722408469	0.368481321303	0.257775373256	0.36988132394	0.286031066334
037-1	0.542890995546	0.435661973242	0.342577082308	0.673894950541	0.256752302649	0.340803015201	0.444827545298	0.330490424627	0.303987996064	0.455394207355	0.248261882717	0.4079151667	0.221987156699	0.266993351	0.0	0.35315468681	0.344464285502	0.340868078445	0.423702269366	0.273893638953	0.47717394915	0.396166640091	0.339419091501	0.770298116924	0.32783390192	0.331599780528	0.339531503758	0.237219275272
038-1	0.433817388987	0.34405421283	0.234610552687	0.737753533992	0.347042237668	0.209851762129	0.389853593186	0.342756743394	0.279927390311	0.424379403104	0.368754202622	0.491356247741	0.292839617424	0.344849639486	0.35315468681	0.0	0.388393163329	0.335222882159	0.54241741163	0.279350099584	0.38126620362	0.473448488588	0.345515998718	0.723010798037	0.316922964864	0.303165056645	0.444145250286	0.328788871768
039-1	0.577468465915	0.43080895876	0.323051042428	0.571861950822	0.357012221678	0.394345535793	0.460725137763	0.290502893895	0.433027684191	0.557822153847	0.310899331648	0.339271138235	0.342485904654	0.33780411701	0.344464285502	0.388393163329	0.0	0.436537774079	0.356159948751	0.385819341128	0.483770376164	0.378161234106	0.396328725212	0.763662185294	0.411299290483	0.449631208732	0.299774326812	0.349280627554
040-1	0.577662615175	0.373162047619	0.302968986289	0.757058814486	0.381745081326	0.232966831985	0.386902118959	0.399395770935	0.171712053176	0.478280346641	0.380223717913	0.500886251001	0.231205737955	0.372680202287	0.340868078445	0.335222882159	0.436537774079	0.0	0.540520337952	0.163537301748	0.502266298046	0.517915432898	0.240010972172	0.742612870529	0.239672973895	0.353396961517	0.479401777077	0.307318068477
041-1	0.720963372408	0.601553924938	0.482360370328	0.3735136648	0.428869173265	0.55348075915	0.603995044762	0.427232251215	0.547185881428	0.62301358996	0.400530327535	0.189295393439	0.446819738409	0.443371336977	0.423702269366	0.54241741163	0.356159948751	0.540520337952	0.0	0.497654285387	0.618629163955	0.395749846137	0.525231012452	0.840451750373	0.533731116081	0.578222021476	0.248375498473	0.456008763438
043-1	0.521951162513	0.357129986685	0.279019345937	0.715189068934	0.316038188944	0.218350873856	0.374024433181	0.368053922722	0.165188916428	0.422906773133	0.305716383455	0.461976051377	0.149617972128	0.288329182923	0.273893638953	0.279350099584	0.385819341128	0.163537301748	0.497654285387	0.0	0.437627961612	0.450336667545	0.224491691758	0.723741772779	0.216327432775	0.305072484902	0.410817703219	0.228988313681
044-1	0.471813607009	0.482177268973	0.387024999996	0.766826854168	0.394096025945	0.390678770619	0.322136741453	0.472422318263	0.469090729854	0.288680786215	0.507389327113	0.57820349578	0.436363773936	0.346454988288	0.47717394915	0.38126620362	0.483770376164	0.502266298046	0.618629163955	0.437627961612	0.0	0.42904050971	0.459611660401	0.599535445029	0.487106087604	0.371751052861	0.534660659804	0.482795566108
046-1	0.571729645643	0.590523996675	0.469964226901	0.561411807247	0.266565647225	0.493123578861	0.565918455178	0.431057141589	0.472880994655	0.388110465492	0.372327363048	0.337791026852	0.374699981496	0.275055625235	0.396166640091	0.473448488588	0.378161234106	0.517915432898	0.395749846137	0.450336667545	0.42904050971	0.0	0.52266846899	0.803433153783	0.505499951509	0.421180161887	0.322644161981	0.407710356685
047-1	0.565015685561	0.390221271377	0.297739313491	0.725052947132	0.371919895505	0.311088579237	0.377197526112	0.319357165966	0.278663934888	0.43246757325	0.33943260869	0.501825318417	0.264405382017	0.367185761405	0.339419091501	0.345515998718	0.396328725212	0.240010972172	0.525231012452	0.224491691758	0.459611660401	0.52266846899	0.0	0.73517061871	0.223626718383	0.357837301377	0.446286311599	0.288793922696
050-1	0.76216098864	0.668578737517	0.732098359248	0.923364120732	0.792046866171	0.715886220337	0.505924175951	0.753006286173	0.716206592488	0.61720852316	0.78900986735	0.808485448418	0.734177841741	0.752722408469	0.770298116924	0.723010798037	0.763662185294	0.742612870529	0.840451750373	0.723741772779	0.599535445029	0.803433153783	0.73517061871	0.0	0.755879374939	0.728391386695	0.804556088632	0.764425066355
051-1	0.577390530276	0.374879226795	0.318995808134	0.756069844461	0.355549510451	0.281038274651	0.416783555187	0.344170890489	0.25599669625	0.413313062363	0.331270975786	0.494978780486	0.278889128099	0.368481321303	0.32783390192	0.316922964864	0.411299290483	0.239672973895	0.533731116081	0.216327432775	0.487106087604	0.505499951509	0.223626718383	0.755879374939	0.0	0.317092005147	0.44307867715	0.253515665852
052-1	0.503489266129	0.314332461521	0.342632435082	0.792474491453	0.281748247916	0.288714362734	0.377706559144	0.364377908328	0.274058943443	0.311768246993	0.386861178224	0.541469041546	0.309571292737	0.257775373256	0.331599780528	0.303165056645	0.449631208732	0.353396961517	0.578222021476	0.305072484902	0.371751052861	0.421180161887	0.357837301377	0.728391386695	0.317092005147	0.0	0.466231798648	0.345620088259
055-1	0.636451370753	0.531850223018	0.432504862049	0.496939911493	0.32745607034	0.466834207379	0.52806714481	0.340714176875	0.455528559208	0.528952208997	0.300634408392	0.232956405738	0.367510787579	0.36988132394	0.339531503758	0.444145250286	0.299774326812	0.479401777077	0.248375498473	0.410817703219	0.534660659804	0.322644161981	0.446286311599	0.804556088632	0.44307867715	0.466231798648	0.0	0.358109417867
057-1	0.562647861194	0.416823566579	0.33256869268	0.662071988868	0.248493423269	0.317541735717	0.4349035022	0.337242228827	0.291676257431	0.428670626752	0.173575849876	0.396429127428	0.212397403407	0.286031066334	0.237219275272	0.328788871768	0.349280627554	0.307318068477	0.456008763438	0.228988313681	0.482795566108	0.407710356685	0.288793922696	0.764425066355	0.253515665852	0.345620088259	0.358109417867	0.0
